url	type	value
loire-atlantique.gouv.fr	xiti	https://logi241.xiti.com/hit.xiti?s=481998&s2=1&p=Accueil&vrn=1&ac=&an=&lng=en-US&idp=0012457685474&jv=0&re=800x600&vtag=4.5.4&hl=0x12x46&r=1920x1200x24x24&ref=
loire.gouv.fr	xiti	http://logi241.xiti.com/hit.xiti?s=477533&s2=1&p=Accueil&hl=0x12x45&vrn=1&lng=en-US&vtag=43001&idp=001245702520&jv=0&r=1920x1200x24x24&re=800x600&ref=
loiret.gouv.fr	xiti	https://logp4.xiti.com/hit.xiti?s=491133&s2=1&p=Accueil&hl=0x12x46&vrn=1&ac=&an=&lng=en-US&vtag=42012&idp=0012469614541&jv=0&r=1920x1200x24x24&re=800x600&ref=
lot-et-garonne.gouv.fr	xiti	http://logp4.xiti.com/hit.xiti?s=490582&s2=1&p=Accueil&hl=0x12x47&vrn=1&lng=en-US&vtag=43001&idp=0012474230296&jv=0&r=1920x1200x24x24&re=800x600&ref=
lot.gouv.fr	xiti	http://logi241.xiti.com/hit.xiti?s=481997&s2=1&p=Accueil&hl=0x13x7&vrn=1&lng=en-US&vtag=43001&idp=0013078363850&jv=0&r=1920x1200x24x24&re=800x600&ref=
lozere.gouv.fr	xiti	https://logi241.xiti.com/hit.xiti?s=481996&s2=1&p=Accueil&hl=0x12x48&vrn=1&ac=&an=&lng=en-US&vtag=43001&idp=0012484927434&jv=0&r=1920x1200x24x24&re=800x600&ref=
lycee-verdun.edu.lb	google fonts	http://fonts.googleapis.com/css?family=Lato%3A400%2C700&ver=5.5.1
lycee-verdun.edu.lb	google maps	https://maps.googleapis.com/maps/api/js?libraries=places%2Cgeometry&v=3.exp&key=AIzaSyBfDFgyWwDKYoJM4UTQd8TMcKPlzigTFJg&ver=5.5.1
lycee-verdun.edu.lb	google analytics	http://www.google-analytics.com/analytics.js
lycee-verdun.edu.lb	youtube	https://www.youtube.com/embed/HCdpZXqAfpw?feature=oembed
lyceefrancais.be	google fonts	https://fonts.googleapis.com/icon?family=Material+Icons&qgec60
lyceefrancais.be	google	http://ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js
lyceefrancais.be	google maps	https://maps.googleapis.com/maps/api/js?client=google-maps-embed&paint_origin=&libraries=geometry,search&v=3.exp&language=en_US&region=be&callback=onApiLoad
m.prefecturedepolice.interieur.gouv.fr	google	https://ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js
m.prefecturedepolice.interieur.gouv.fr	xiti	https://logs1407.xiti.com/hit.xiti?s=578644&s2=16&p=Portail_Fr&vrn=1&ac=&an=&lng=en-US&idp=0012508452777&jv=0&re=800x600&vtag=4.7.0-3.3.2&hl=0x12x50&r=1920x1200x24x24&rn=1602022370557&ref=
magec.aphp.fr	google	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js?ver=1.11.1
magec.aphp.fr	jQuery	http://code.jquery.com/jquery-migrate-1.2.1.min.js?ver=1.2.1
magec.aphp.fr	google maps	https://maps.googleapis.com/maps/api/js?v=3.exp&libraries=places&key=AIzaSyCCC5t16x0hQQYb-TxGJtSIj2g2QsvRNzA&ver=4.9.4
magec.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
maine-et-loire.gouv.fr	xiti	http://logp4.xiti.com/hit.xiti?s=491130&s2=1&p=Accueil&hl=0x13x13&vrn=1&lng=en-US&vtag=43001&idp=0013138441729&jv=0&r=1920x1200x24x24&re=800x600&ref=
maintien-connexion.agencedunumerique.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
mairie-aixenprovence.fr	google fonts	https://fonts.googleapis.com/css?family=Montserrat:400,700
mairie-aixenprovence.fr	google analytics	http://www.google-analytics.com/ga.js
mairie-aixenprovence.fr	twitter	http://platform.twitter.com/widgets.js
mairie-athis-mons.fr	google analytics	http://www.google-analytics.com/analytics.js
mairie-athis-mons.fr	facebook	https://connect.facebook.net/en_US/sdk.js
mairie-athis-mons.fr	xiti	http://logv6.xiti.com/g.xiti?s=30547&p=site_officiel_de_la_mairie_d_athis-mons__91200l__essonne__france_&hl=0x12x55&r=1920x1200x24x24&ref=
mairie-douarnenez.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/uikit/2.27.5/css/uikit.min.css
mairie-douarnenez.fr	google fonts	https://fonts.googleapis.com/css?family=Roboto:300,400,500,600,700
mairie-douarnenez.fr	FontAwesome	https://use.fontawesome.com/releases/v5.0.8/js/all.js
mairie-douarnenez.fr	youtube	https://www.youtube.com/embed/m2MdE_cL9l8?autoplay=1&rel=0&wmode=transparent
mairie-douarnenez.fr	google analytics	https://www.google-analytics.com/analytics.js
mairie-douarnenez.fr	facebook	https://connect.facebook.net/fr_FR/sdk.js
mairie-etampes.fr	google fonts	https://fonts.googleapis.com/css?family=Montserrat
mairie-etampes.fr	google analytics	http://www.google-analytics.com/ga.js
mairie-landerneau.fr	google fonts	https://fonts.googleapis.com/css?family=Dosis:500,600|Roboto:400,700
mairie-landerneau.fr	google	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit
mairie-landerneau.fr	facebook	https://connect.facebook.net/fr_FR/sdk.js
mairie-lesmoutiersenretz.fr	google fonts	https://fonts.googleapis.com/css?family=Khand:500|Roboto:400
mairie-lesmoutiersenretz.fr	google	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit
mairie-lons.fr	google fonts	https://fonts.googleapis.com/css?family=Raleway:400,600,700|Roboto+Slab:300,400,700
mairie-lons.fr	google maps	https://maps.googleapis.com/maps/api/js?key=AIzaSyCnyvpWu5YDjdBaddMwuK8hjXwGuvugNrw&callback=initMap
mairie-lons.fr	google analytics	https://www.google-analytics.com/analytics.js
mairie-petit-caux.fr	google fonts	https://fonts.googleapis.com/css?family=Oswald
mairie-petit-caux.fr	youtube	https://www.youtube.com/embed/videoseries?list=UUr3TB1N-9vVXmF7Fiu1tA7Q
mairie-petit-caux.fr	google	https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1526.2641832809338!2d1.219570810235691!3d49.95772563369426!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47e0a65b07254261%3A0x610c6dee09692899!2sH%C3%B4tel+de+Ville+de+Petit-Caux!5e0!3m2!1sfr!2sfr!4v1552571159916
mairie-petit-caux.fr	google maps	https://maps.googleapis.com/maps/api/js?client=google-maps-embed&paint_origin=&libraries=geometry,search&v=3.exp&language=en_US&region=fr&callback=onApiLoad
mairie-petit-caux.fr	google analytics	https://www.google-analytics.com/analytics.js
mairie-toulouse.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css
mairie-toulouse.fr	google analytics	https://www.google-analytics.com/analytics.js
mairie-villeurbanne.fr	google fonts	https://fonts.googleapis.com/css?family=Bitter:400,400i,700|Roboto:400,400i,500,500i,700,700i,900,900i|Roboto+Condensed:300,300i,400,400i,700,700i
mairie-villeurbanne.fr	bootstrapcdn	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css
mairie-villeurbanne.fr	addThis	https://s7.addthis.com/js/300/addthis_widget.js
mairie-villeurbanne.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.css
mairie-villeurbanne.fr	google tag manager	https://www.googletagmanager.com/gtm.js?id=GTM-ML2GDBT
mairie-villeurbanne.fr	instagram	https://www.instagram.com/embed.js
mairie-villeurbanne.fr	facebook	https://connect.facebook.net/en_US/sdk.js
mairie-villeurbanne.fr	google analytics	https://googleads.g.doubleclick.net/pagead/viewthroughconversion/628918921/?random=1602022393005&cv=9&fst=1602022393005&num=1&guid=ON&resp=GooglemKTybQhCsO&u_h=1200&u_w=1920&u_ah=1200&u_aw=1920&u_cd=24&u_his=2&u_tz=120&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9n1&sendb=1&ig=1&frm=0&url=https%3A%2F%2Fwww.villeurbanne.fr%2F&tiba=Ville%20de%20VILLEURBANNE&hn=www.googleadservices.com&async=1&rfmt=3&fmt=4
mairie-villeurbanne.fr	google	https://www.google.com/pagead/1p-user-list/628918921/?random=1602022393005&cv=9&fst=1602021600000&num=1&guid=ON&u_h=1200&u_w=1920&u_ah=1200&u_aw=1920&u_cd=24&u_his=2&u_tz=120&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9n1&sendb=1&frm=0&url=https%3A%2F%2Fwww.villeurbanne.fr%2F&tiba=Ville%20de%20VILLEURBANNE&async=1&fmt=3&is_vtc=1&random=1179627504&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y
maladiesdigestives-robertdebre.aphp.fr	google	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js?ver=1.11.1
maladiesdigestives-robertdebre.aphp.fr	jQuery	http://code.jquery.com/jquery-migrate-1.2.1.min.js?ver=1.2.1
maladiesdigestives-robertdebre.aphp.fr	google maps	https://maps.googleapis.com/maps/api/js?v=3.exp&libraries=places&key=AIzaSyCCC5t16x0hQQYb-TxGJtSIj2g2QsvRNzA&ver=4.9.4
maladiesdigestives-robertdebre.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
maladiesdigestives-robertdebre.aphp.fr	twitter	http://platform.twitter.com/widgets.js?_=1602022394446
maladiesrares-paris-sud.aphp.fr	google	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js?ver=1.11.1
maladiesrares-paris-sud.aphp.fr	jQuery	http://code.jquery.com/jquery-migrate-1.2.1.min.js?ver=1.2.1
maladiesrares-paris-sud.aphp.fr	google maps	https://maps.googleapis.com/maps/api/js?v=3.exp&libraries=places&key=AIzaSyCCC5t16x0hQQYb-TxGJtSIj2g2QsvRNzA&ver=4.9.4
maladiesrares-paris-sud.aphp.fr	google fonts	http://fonts.googleapis.com/css?family=Montserrat%3Aregular%2C700&ver=4.9.4
maladiesrares-paris-sud.aphp.fr	youtube	https://www.youtube.com/embed/videoseries?list=PLreJu8NovRO3EUfMOQbfaU17yYWyl6qD1
maladiesrares-paris-sud.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
maladiessystemenerveux-psl.aphp.fr	google	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js?ver=1.11.1
maladiessystemenerveux-psl.aphp.fr	jQuery	http://code.jquery.com/jquery-migrate-1.2.1.min.js?ver=1.2.1
maladiessystemenerveux-psl.aphp.fr	google maps	https://maps.googleapis.com/maps/api/js?v=3.exp&libraries=places&key=AIzaSyCCC5t16x0hQQYb-TxGJtSIj2g2QsvRNzA&ver=4.9.4
maladiessystemenerveux-psl.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
manche.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=UA-59686325-1
manche.fr	google	https://ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js
manche.fr	google fonts	https://fonts.googleapis.com/css?family=Roboto:300,300i,400,400i500,500i,700,700i
manche.fr	youtube	https://i.ytimg.com/vi/VnrqId3iW9E/hqdefault.jpg
manche.fr	google analytics	https://www.google-analytics.com/analytics.js
manche.gouv.fr	xiti	https://logp4.xiti.com/hit.xiti?s=491140&s2=1&p=Accueil&hl=0x13x17&vrn=1&ac=&an=&lng=en-US&vtag=42014&idp=001317843606&jv=0&r=1920x1200x24x24&re=800x600&ref=
maregionsud.fr	google	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js
maregionsud.fr	jsdelivr	https://cdn.jsdelivr.net/gh/fancyapps/fancybox@3.5.6/dist/jquery.fancybox.min.js
maregionsud.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/tether/1.4.0/js/tether.min.js
maregionsud.fr	bootstrapcdn	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0-alpha.6/js/bootstrap.min.js
maregionsud.fr	google fonts	https://fonts.gstatic.com/s/nunito/v14/XRXV3I6Li01BKofINeaE.ttf
maritimeberck.aphp.fr	google	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js?ver=1.11.1
maritimeberck.aphp.fr	jQuery	http://code.jquery.com/jquery-migrate-1.2.1.min.js?ver=1.2.1
maritimeberck.aphp.fr	google maps	https://maps.googleapis.com/maps/api/js?v=3.exp&libraries=places&key=AIzaSyCCC5t16x0hQQYb-TxGJtSIj2g2QsvRNzA&ver=4.9.4
maritimeberck.aphp.fr	google fonts	https://fonts.googleapis.com/css?family=Montserrat:400italic,600italic,300,400,600,700,800&subset=latin,latin-ext,cyrillic,cyrillic-ext
maritimeberck.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
maritimeberck.aphp.fr	youtube	https://www.youtube.com/embed/cXyXCCqoY_s
maritimeberck.aphp.fr	twitter	http://platform.twitter.com/widgets.js?_=1602022399607
marketing-pme.entreprises.gouv.fr	google	https://www.google.com/jsapi
marketing-pme.entreprises.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
marne.gouv.fr	xiti	http://logp4.xiti.com/hit.xiti?s=491138&s2=1&p=Accueil&hl=0x13x21&vrn=1&ac=&an=&lng=en-US&idp=0013216680313&jv=0&re=800x600&vtag=44007&hl=0x13x21&r=1920x1200x24x24&ref=
marseille.fr	twitter	https://pbs.twimg.com/media/EjplgdfXkAYUI6g.jpg
marseille.fr	instagram	https://scontent-cdg2-1.cdninstagram.com/v/t51.29350-15/120800077_136640178169043_2766045738431159488_n.jpg?_nc_cat=100&_nc_sid=8ae9d6&_nc_ohc=aW9n2VZW6OoAX8kfNVs&_nc_ht=scontent-cdg2-1.cdninstagram.com&oh=3410073067e72909d691c59415120209&oe=5FA3BDA7
marseille.fr	youtube	https://www.youtube.com/embed/MjBVWyqsg4I
marseille.fr	google analytics	https://www.google-analytics.com/analytics.js
marseille.fr	google fonts	https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxKKTU1Kg.woff2
martinique.pref.gouv.fr	xiti	https://logc279.xiti.com/hit.xiti?s=520650&s2=1&p=Accueil&vrn=1&ac=&an=&lng=en-US&idp=0013246927415&jv=0&re=800x600&vtag=4.6.4&hl=0x13x24&r=1920x1200x24x24&rn=1602022404170&ref=
martinique.safire.fonction-publique.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
maternite-gynecologie.robertdebre.aphp.fr	google	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js?ver=1.11.1
maternite-gynecologie.robertdebre.aphp.fr	jQuery	http://code.jquery.com/jquery-migrate-1.2.1.min.js?ver=1.2.1
maternite-gynecologie.robertdebre.aphp.fr	google maps	https://maps.googleapis.com/maps/api/js?v=3.exp&libraries=places&key=AIzaSyCCC5t16x0hQQYb-TxGJtSIj2g2QsvRNzA&ver=4.9.4
maternite-gynecologie.robertdebre.aphp.fr	youtube	https://www.youtube.com/embed/nVvDDbBhXr8
maternite-gynecologie.robertdebre.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
maternite-gynecologie.robertdebre.aphp.fr	google fonts	https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4AMP6lQ.woff2
maternite-gynecologie.robertdebre.aphp.fr	twitter	http://platform.twitter.com/widgets.js?_=1602022403217
maternite-lariboisiere.aphp.fr	google	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js?ver=1.11.1
maternite-lariboisiere.aphp.fr	jQuery	http://code.jquery.com/jquery-migrate-1.2.1.min.js?ver=1.2.1
maternite-lariboisiere.aphp.fr	google maps	https://maps.googleapis.com/maps/api/js?v=3.exp&libraries=places&key=AIzaSyCCC5t16x0hQQYb-TxGJtSIj2g2QsvRNzA&ver=4.9.4
maternite-lariboisiere.aphp.fr	google fonts	http://fonts.googleapis.com/css?family=Roboto+Condensed%3A300%2C300italic%2Cregular%2Citalic%2C700%2C700italic&ver=4.9.4
maternite-lariboisiere.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
maternite-lariboisiere.aphp.fr	youtube	https://www.youtube.com/embed/mW2aWdva1hs
maternite-lariboisiere.aphp.fr	twitter	http://platform.twitter.com/widgets.js?_=1602022404723
mayenne.gouv.fr	xiti	https://logp4.xiti.com/hit.xiti?s=491136&s2=1&p=Accueil&hl=0x13x26&vrn=1&ac=&an=&lng=en-US&vtag=42009&idp=0013265179765&jv=0&r=1920x1200x24x24&re=800x600&ref=
mayotte.pref.gouv.fr	xiti	https://logc407.xiti.com/hit.xiti?s=565782&s2=1&p=Accueil&vrn=1&ac=&an=&lng=en-US&idp=0013267651784&jv=0&re=800x600&vtag=4.6.4&hl=0x13x27&r=1920x1200x24x24&rn=1602022407061&ref=
mayotte.safire.fonction-publique.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
mda.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
medecine-de-proximite.fr	google fonts	https://fonts.googleapis.com/css?family=Roboto
megalis.bretagne.bzh	google analytics	https://ssl.google-analytics.com/ga.js
megalis.bretagne.bzh	youtube	https://www.youtube.com/embed/o-fcEeInTMI
megalis.bretagne.bzh	twitter	https://platform.twitter.com/widgets.js
megalis.bretagne.bzh	google fonts	https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxKKTU1Kg.woff2
melbase.aphp.fr	google	https://ajax.googleapis.com/ajax/libs/jquery/1.4.2/jquery.min.js
mennecy.fr	google analytics	http://www.google-analytics.com/analytics.js
mennecy.fr	facebook	http://connect.facebook.net/fr_FR/sdk.js
mennecy.fr	youtube	https://www.youtube.com/embed/q4nIyOE4Dhg
mennecy.fr	twitter	http://platform.twitter.com/widgets.js
mennecy.fr	google fonts	https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxKKTU1Kg.woff2
mesdemarches.agriculture.gouv.fr	google fonts	https://fonts.gstatic.com/s/opensanscondensed/v14/z7NFdQDnbTkabZAIOl9il_O6KJj73e7Ff0GmDuXMRw.woff2
mesdemarches.agriculture.gouv.fr	xiti	http://logc20.xiti.com/hit.xiti?s=371335&p=page_accueil&hl=0x13x33&r=1920x1200x24x24&ref=
mesrdv.etudiant.gouv.fr	polyfill.io	https://cdn.polyfill.io/v2/polyfill.min.js?features=matchMedia,Intl.~locale.fr
mesrdv.etudiant.gouv.fr	google tag manager	https://www.googletagmanager.com/gtm.js?id=GTM-PXWT2Z7
mesrdv.etudiant.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
meteo.fr	google tag manager	https://www.googletagmanager.com/gtm.js?id=GTM-KN7SN62
meteo.fr	jsdelivr	https://cdn.jsdelivr.net/npm/vue@2.6.0
meteo.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/leaflet/1.6.0/leaflet.js
meteo.fr	google analytics	https://securepubads.g.doubleclick.net/tag/js/gpt.js?_=1602022414086
metzmetropole.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/ol3/4.6.4/ol.css
metzmetropole.fr	google	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit
metzmetropole.fr	jQuery	https://code.jquery.com/ui/1.12.1/jquery-ui.min.js
metzmetropole.fr	instagram	https://api.instagram.com/v1/users/self/media/recent?access_token=1724787098.358b99b.cb5664064206421d8e971efae777dc8c&client_id=358b99b7f00b4b85995d816aa154a49d&count=3&callback=jQuery3210540286748800596_1602022416330&_=1602022416331
metzmetropole.fr	facebook	https://graph.facebook.com/3483099661748791/picture?type=normal
metzmetropole.fr	twitter	https://pbs.twimg.com/media/EjoZZGMWkAU3wMx.jpg:medium
meurthe-et-moselle.gouv.fr	xiti	http://logp4.xiti.com/hit.xiti?s=491135&s2=1&p=Accueil&hl=0x13x37&vrn=1&ac=&an=&lng=en-US&idp=0013374014827&jv=0&re=800x600&vtag=44007&hl=0x13x37&r=1920x1200x24x24&ref=
meuse.gouv.fr	xiti	http://logp4.xiti.com/hit.xiti?s=491134&s2=1&p=Accueil&hl=0x13x37&vrn=1&ac=&an=&lng=en-US&idp=0013376766232&jv=0&re=800x600&vtag=44007&hl=0x13x37&r=1920x1200x24x24&ref=
migraine-robertdebre.aphp.fr	google	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js?ver=1.11.1
migraine-robertdebre.aphp.fr	jQuery	http://code.jquery.com/jquery-migrate-1.2.1.min.js?ver=1.2.1
migraine-robertdebre.aphp.fr	google maps	https://maps.googleapis.com/maps/api/js?v=3.exp&libraries=places&key=AIzaSyCCC5t16x0hQQYb-TxGJtSIj2g2QsvRNzA&ver=4.9.4
migraine-robertdebre.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
missingtype.efs.sante.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=UA-120669849-1
missingtype.efs.sante.fr	jQuery	https://code.jquery.com/jquery-3.4.1.min.js
missingtype.efs.sante.fr	google analytics	https://www.google-analytics.com/analytics.js
mnhn.fr	twitter	http://pbs.twimg.com/profile_images/1283676664686403590/1uEY1aWE_normal.jpg
mnhn.fr	google tag manager	https://www.googletagmanager.com/gtm.js?id=GTM-K98W2GX
mnhn.fr	facebook	https://connect.facebook.net/fr_FR/all.js
mnhn.fr	google analytics	https://www.google-analytics.com/analytics.js
mnhn.fr	google	https://www.google.com/ads/ga-audiences?t=sr&aip=1&_r=4&slf_rd=1&v=1&_v=j86&tid=UA-4120431-1&cid=1573217956.1602022422&jid=401701750&_u=YEBAAAAAAAAAAC~&z=1608790817
mobilestore.aphp.fr	google fonts	https://fonts.googleapis.com/css?family=Montserrat:400,700
modernisation.gouv.fr	twitter	https://platform.twitter.com/widgets.js
modernisation.gouv.fr	xiti	https://logs2.xiti.com/hit.xiti?s=259159&s2=41&p=accueil&vrn=1&ac=&an=&lng=en-US&idp=0013423804865&jv=0&re=800x600&vtag=4.6.4&hl=0x13x42&r=1920x1200x24x24&rn=1602022422921&ref=
modernisation.gouv.fr	google analytics	https://ssl.google-analytics.com/ga.js
mon-rdv-dondesang.efs.sante.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.0.3/cookieconsent.min.css
mon-rdv-dondesang.efs.sante.fr	jQuery	https://code.jquery.com/ui/1.10.4/jquery-ui.min.js
mon-rdv-dondesang.efs.sante.fr	google fonts	https://fonts.googleapis.com/css?family=Open+Sans:300,400,600,700
mon-rdv-dondesang.efs.sante.fr	xiti	https://logs1412.xiti.com/hit.xiti?s=611920&p=accueil&di=1&vrn=1&lng=en-US&idp=0013421541949&jv=0&re=800x600&vtag=4.7.0&hl=0x13x42&r=1920x1200x24x24&rn=1602022422242&ref=
mon-rdv-dondesang.efs.sante.fr	facebook	https://connect.facebook.net/fr_FR/sdk.js
mon-rdv-dondesang.efs.sante.fr	google analytics	https://2334443.fls.doubleclick.net/activityi;src=2334443;type=hpbfc0;cat=hp_ef0;ord=2297455641574.311?
mon-rdv-dondesang.efs.sante.fr	google	https://adservice.google.com/ddm/fls/z/dc_pre=CNK3n8v-oOwCFWWUUQodWIMN-A;src=2334443;type=hpbfc0;cat=hp_ef0;ord=2297455641574.311
mon.aphp.fr	youtube	https://www.youtube.com/embed/80Raa3VUqRI
mon.aphp.fr	google analytics	https://googleads.g.doubleclick.net/pagead/id
mon.aphp.fr	google fonts	https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4AMP6lQ.woff2
montval-sur-loir.fr	google analytics	http://www.google-analytics.com/ga.js
monuments-nationaux.fr	google	https://ajax.googleapis.com/ajax/libs/jquery/1.7.1/jquery.min.js
morbihan.gouv.fr	xiti	https://logi241.xiti.com/hit.xiti?s=481994&s2=1&p=Accueil&vrn=1&ac=&an=&lng=en-US&idp=0013489111185&jv=0&re=800x600&vtag=4.5.4&hl=0x13x48&r=1920x1200x24x24&ref=
morbihan.pref.gouv.fr	xiti	https://logi241.xiti.com/hit.xiti?s=481994&s2=1&p=Accueil&ac=&an=&lng=en-US&idp=001349185103&jv=0&re=800x600&vtag=4.5.4&hl=0x13x49&r=1920x1200x24x24&ref=
moselle.gouv.fr	xiti	http://logp4.xiti.com/hit.xiti?s=491132&s2=1&p=Accueil&hl=0x13x50&vrn=1&ac=&an=&lng=en-US&idp=0013496149530&jv=0&re=800x600&vtag=44007&hl=0x13x50&r=1920x1200x24x24&ref=
mti.efs.sante.fr	google fonts	https://fonts.googleapis.com/css?family=Bitter|Open+Sans
mulhouse-alsace.fr	google	https://ajax.googleapis.com/ajax/libs/jqueryui/1.11.4/themes/smoothness/jquery-ui.css?ver=4.6.5
mulhouse-alsace.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/normalize/7.0.0/normalize.min.css?ver=20190320
mulhouse-alsace.fr	FontAwesome	https://pro.fontawesome.com/releases/v5.14.0/css/all.css?ver=20200831
mulhouse-alsace.fr	google fonts	https://fonts.googleapis.com/css?family=Montserrat:300,400,700,900
mulhouse-alsace.fr	Mailjet	https://app.mailjet.com/statics/js/widget.modal.js
mulhouse-alsace.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=UA-3797582-1
mulhouse-alsace.fr	google analytics	https://www.google-analytics.com/analytics.js
mulhouse-alsace.fr	twitter	https://pbs.twimg.com/media/EjqJQPqXcAEcgYG.jpg
neonatologie-robertdebre.aphp.fr	google	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js?ver=1.11.1
neonatologie-robertdebre.aphp.fr	jQuery	http://code.jquery.com/jquery-migrate-1.2.1.min.js?ver=1.2.1
neonatologie-robertdebre.aphp.fr	google maps	https://maps.googleapis.com/maps/api/js?v=3.exp&libraries=places&key=AIzaSyCCC5t16x0hQQYb-TxGJtSIj2g2QsvRNzA&ver=4.9.4
neonatologie-robertdebre.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
nicecotedazur.org	google tag manager	https://www.googletagmanager.com/gtag/js?id=UA-25947077-8
nicecotedazur.org	youtube	https://www.youtube.com/embed/kr1VWy6RYmQ
nicecotedazur.org	google analytics	https://www.google-analytics.com/analytics.js
nicecotedazur.org	google fonts	https://fonts.googleapis.com/css?family=Lato:300,400,700,900,300italic,400italic,700italic,900italic
nievre.gouv.fr	xiti	http://logp4.xiti.com/hit.xiti?s=491131&s2=1&p=Accueil&hl=0x14x15&vrn=1&lng=en-US&vtag=43001&idp=0014153635867&jv=0&r=1920x1200x24x24&re=800x600&ref=
nord.gouv.fr	xiti	https://logi241.xiti.com/hit.xiti?s=481993&s2=1&p=Accueil&hl=0x13x57&vrn=1&ac=&an=&lng=en-US&vtag=42008&idp=0013571051429&jv=0&r=1920x1200x24x24&re=800x600&ref=
normandie.direccte.gouv.fr	xiti	http://logc279.xiti.com/hit.xiti?s=542961&s2=5&p=accueil&ac=&an=&lng=en-US&idp=0013584210133&jv=0&re=800x600&vtag=4.6.2&hl=0x13x58&r=1920x1200x24x24&rn=1602022438753&ref=
normandie.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=UA-71805016-1
normandie.fr	jsdelivr	https://cdn.jsdelivr.net/gh/fancyapps/fancybox@3.5.6/dist/jquery.fancybox.min.css
normandie.fr	google fonts	https://fonts.googleapis.com/css?family=Volkhov:400,700,700i&display=swap
normandie.fr	google analytics	https://www.google-analytics.com/analytics.js
normandie.fr	instagram	https://www.instagram.com/RegionNormandie
normandie.gouv.fr	xiti	https://logs1407.xiti.com/hit.xiti?s=566499&ts=1602022443327&idclient=0004032806699&vtag=5.5.1b&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x14x3&lng=en-US&idp=0014039033330&jv=0&p=Accueil_normandie&s2=1&x1=[article]&ref=
normandie.safire.fonction-publique.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
normandieparticipations.fr	FontAwesome	https://use.fontawesome.com/releases/v5.0.9/css/all.css
